date,spx_adj_close,vix_close,log_return,sq_return,cond_vol,realized_vol,regime,realized_window,hedge_gap,hedge_ratio,hedge_signal
2010-01-19,1150.22998046875,17.579999923706055,0.012422151207737,0.0001543098406278,0.0083653827041565,11.232846776377803,mid,10,6.347153147328251,1.565052944608489,neutral
2010-01-20,1138.0400390625,18.68000030517578,-0.0106543866018613,0.0001135159538619,0.0086756014906184,12.711704289243505,mid,10,5.968296015932276,1.4695118671838976,neutral
2010-01-21,1116.47998046875,22.270000457763672,-0.0191266572729878,0.0003658290184383,0.0087685008024115,15.955342773597254,mid,10,6.314657684166418,1.395770731708494,neutral
2010-01-22,1091.760009765625,27.309999465942383,-0.0223897796301089,0.0005013022318848,0.010783585218732,18.544359877969192,high,10,8.76563958797319,1.4726849373963466,neutral
2010-01-25,1096.780029296875,25.40999984741211,0.004587559053796,2.1045698072065735e-05,0.0127809009174921,18.752809198637475,high,10,6.657190648774634,1.3549969808927789,neutral
2010-01-26,1092.1700439453125,24.549999237060547,-0.0042120578477855,1.774143131309216e-05,0.0121230805108762,18.451041361005256,high,10,6.098957876055291,1.3305481656414762,neutral
2010-01-27,1097.5,23.13999938964844,0.0048682828686118,2.3700178088819215e-05,0.0115090108202056,18.859373399205616,high,10,4.280625990442825,1.226976045271108,neutral
2010-01-28,1084.530029296875,23.729999542236328,-0.0118881255342792,0.0001413275287187,0.0109662753953666,18.03925513679272,high,10,5.69074440544361,1.3154644890983782,neutral
2010-01-29,1073.8699951171875,24.6200008392334,-0.0098777990499825,9.75709140718368e-05,0.0110257080458579,17.580309683045723,high,10,7.039691156187676,1.4004304408230468,neutral
2010-02-01,1089.18994140625,22.59000015258789,0.0141653055463696,0.000200655881222,0.011114562096957,20.21680401540541,high,10,2.3731961371824823,1.1173873049060614,neutral
2010-02-02,1103.3199462890625,21.479999542236328,0.0128895204452028,0.0001661397373073,0.0113583415217731,20.325536484172684,high,10,1.1544630580636444,1.0567986512416345,neutral
2010-02-03,1097.280029296875,21.600000381469727,-0.0054893503825385,3.0132967622275964e-05,0.011707841724405,20.026900008286084,high,10,1.5731003731836424,1.0785493697243596,neutral
2010-02-04,1063.1099853515625,26.079999923706055,-0.0316358560498069,0.0010008273880041,0.0112238967965743,23.42957247157829,high,10,2.650427452127765,1.1131231675414872,neutral
2010-02-05,1066.18994140625,26.11000061035156,0.0028929303608266,8.369046072592338e-06,0.0150143976661493,21.502935592676952,high,10,4.607065017674607,1.2142528399351944,neutral
2010-02-08,1056.739990234375,26.510000228881836,-0.0089028031003741,7.925990304403233e-05,0.0141693214725989,21.34657819763713,high,10,5.163422031244707,1.2418852325388736,neutral
2010-02-09,1070.52001953125,26.0,0.0129558417735863,0.0001678538360622,0.0135654580663871,22.917455210937156,high,10,3.082544789062844,1.134506417082108,neutral
2010-02-10,1068.1300048828125,25.399999618530273,-0.0022350694280074,4.995535348013431e-06,0.0133115088863079,22.59635176652224,high,10,2.8036478520080337,1.1240752436931787,neutral
2010-02-11,1078.469970703125,23.959999084472656,0.0096338823351012,9.281168884657664e-05,0.0125834801116658,22.73177479946271,high,10,1.2282242850099472,1.054031165443315,cheap
2010-02-12,1075.510009765625,22.729999542236328,-0.0027483661199411,7.553516329240266e-06,0.0121769735217048,22.188795686310524,high,10,0.5412038559258043,1.0243908621079287,cheap
2010-02-16,1094.8699951171875,22.25,0.0178406535362614,0.0003182889186009,0.0115437297002014,22.90387712889266,high,10,-0.6538771288926597,0.9714512470874282,cheap
2010-02-17,1099.510009765625,21.719999313354492,0.0042290045967103,1.788447987899747e-05,0.0121145439719893,21.988601629400183,high,10,-0.2686023160456905,0.9877844748578031,cheap
2010-02-18,1106.75,20.6299991607666,0.0065631577337954,4.3075039438679194e-05,0.0116151890332205,22.03156207623653,high,10,-1.4015629154699276,0.936383860998142,cheap
2010-02-19,1109.1700439453125,20.020000457763672,0.002184234863591,4.770881939326418e-06,0.011136326183944,12.577453506144115,high,10,7.442546951619557,1.5917371865444667,neutral
2010-02-22,1108.010009765625,19.940000534057617,-0.0010464051249203,1.0949636854595156e-06,0.0105807477398304,12.848253125349126,high,10,7.091747408708491,1.551961993550449,neutral
2010-02-23,1094.5999755859375,21.3700008392334,-0.0121766449451987,0.0001482706821214,0.0100577500160591,13.82585193452837,high,10,7.544148904705029,1.5456552652545368,neutral
2010-02-24,1105.239990234375,20.270000457763672,0.0096735196971898,9.357698333192066e-05,0.0103919039053064,13.28627741392463,high,10,6.983723043839042,1.525634293659997,neutral
2010-02-25,1102.93994140625,20.100000381469727,-0.0020832085528651,4.33975787473053e-06,0.010185731904218,13.269117040527842,high,10,6.8308833409418845,1.5147956205434265,neutral
2010-02-26,1104.489990234375,19.5,0.0014043925568579,1.9723184537579955e-06,0.0096803508405851,12.787399395269494,mid,10,6.712600604730506,1.5249386835617047,neutral
2010-03-01,1115.7099609375,19.260000228881836,0.0101072574236037,0.0001021566526269,0.0092097213723113,12.969809894884104,mid,10,6.290190333997732,1.4849870880897702,neutral
2010-03-02,1118.31005859375,19.059999465942383,0.0023277310028862,5.4183316217979174e-06,0.0093188435357828,10.283609931256189,mid,10,8.776389534686194,1.8534346978691867,neutral
2010-03-03,1118.7900390625,18.829999923706055,0.0004291095214003,1.841349813564791e-07,0.0089211173988197,10.24206352549984,mid,10,8.587936398206216,1.8384966932517735,neutral
2010-03-04,1122.969970703125,18.719999313354492,0.0037291560795713,1.3906605065804184e-05,0.0085092798172598,9.963262313575488,mid,10,8.756736999779005,1.8789025847334635,neutral
2010-03-05,1138.699951171875,17.420000076293945,0.0139102828016039,0.0001934959676205,0.0081898033511294,11.777342379477112,mid,10,5.642657696816833,1.479111289712489,neutral
2010-03-08,1138.5,17.790000915527344,-0.0001756114321765,3.0839375111094253e-08,0.0089701603725258,11.709197739512089,mid,10,6.080803176015255,1.5193185144953096,neutral
2010-03-09,1140.449951171875,17.920000076293945,0.0017112720239721,2.9284519400295836e-06,0.0085556167793285,8.360439154348557,mid,10,9.559560921945389,2.14342808379547,expensive
2010-03-10,1145.6099853515625,18.56999969482422,0.0045143549042129,2.037940020119151e-05,0.008171946980667,7.778919008843141,mid,10,10.791080685981079,2.387221113076725,expensive
2010-03-11,1150.239990234375,18.059999465942383,0.0040333743135059,1.626810835284975e-05,0.0079322473007978,7.1074497542654695,mid,10,10.952549711676912,2.5409957284754414,expensive
2010-03-12,1149.989990234375,17.579999923706055,-0.0002173695700926,4.7249530002283963e-08,0.007699156493253,7.329172921076488,mid,10,10.250827002629567,2.3986335310975244,expensive
2010-03-15,1150.510009765625,18.0,0.0004520926234358,2.0438774016515245e-07,0.0073855550856621,6.6623797859737435,mid,10,11.337620214026256,2.701737303822766,expensive
2010-03-16,1159.4599609375,17.690000534057617,0.0077490149831599,6.004723320923754e-05,0.0070966929650907,7.038169300476387,low,10,10.65183123358123,2.513437767525747,expensive
