date,spx_adj_close,vix_close,log_return,sq_return,cond_vol,realized_vol,regime,realized_window
2010-01-19,1150.22998046875,17.579999923706055,0.012422151207737,0.0001543098406278,0.008362675715833,11.232846776377805,mid,10
2010-01-20,1138.0400390625,18.68000030517578,-0.0106543866018613,0.0001135159538619,0.0086728503974507,12.711704289243505,mid,10
2010-01-21,1116.47998046875,22.270000457763672,-0.0191266572729878,0.0003658290184383,0.0087664088406169,15.955342773597254,mid,10
2010-01-22,1091.760009765625,27.309999465942383,-0.0223897796301089,0.0005013022318848,0.0107809102794373,18.544359877969192,high,10
2010-01-25,1096.780029296875,25.40999984741211,0.004587559053796,2.1045698072065735e-05,0.0127809943313355,18.752809198637475,high,10
2010-01-26,1092.1700439453125,24.549999237060547,-0.0042120578477855,1.774143131309216e-05,0.0121225494819611,18.451041361005256,high,10
2010-01-27,1097.5,23.13999938964844,0.0048682828686118,2.3700178088819215e-05,0.01150867768081,18.859373399205616,high,10
2010-01-28,1084.530029296875,23.729999542236328,-0.0118881255342792,0.0001413275287187,0.010965807322325,18.03925513679272,high,10
2010-01-29,1073.8699951171875,24.6200008392334,-0.0098777990499825,9.75709140718368e-05,0.0110253726701509,17.580309683045723,high,10
2010-02-01,1089.18994140625,22.59000015258789,0.0141653055463696,0.000200655881222,0.0111141014616421,20.21680401540541,high,10
2010-02-02,1103.3199462890625,21.479999542236328,0.0128895204452028,0.0001661397373073,0.0113564893059985,20.325536484172684,high,10
2010-02-03,1097.280029296875,21.600000381469727,-0.0054893503825385,3.0132967622275964e-05,0.0117055387666587,20.026900008286084,high,10
2010-02-04,1063.1099853515625,26.079999923706055,-0.0316358560498069,0.0010008273880041,0.0112210506895048,23.42957247157829,high,10
2010-02-05,1066.18994140625,26.11000061035156,0.0028929303608266,8.369046072592338e-06,0.0150109767830361,21.502935592676952,high,10
2010-02-08,1056.739990234375,26.510000228881836,-0.0089028031003741,7.925990304403233e-05,0.0141660245334705,21.34657819763713,high,10
2010-02-09,1070.52001953125,26.0,0.0129558417735863,0.0001678538360622,0.0135633511357077,22.917455210937156,high,10
2010-02-10,1068.1300048828125,25.399999618530273,-0.0022350694280074,4.995535348013431e-06,0.0133093764701582,22.59635176652224,high,10
2010-02-11,1078.469970703125,23.959999084472656,0.0096338823351012,9.281168884657664e-05,0.01258134467445,22.73177479946271,high,10
2010-02-12,1075.510009765625,22.729999542236328,-0.0027483661199411,7.553516329240266e-06,0.0121753198077754,22.188795686310524,high,10
2010-02-16,1094.8699951171875,22.25,0.0178406535362614,0.0003182889186009,0.0115420103111495,22.90387712889266,high,10
